s002,0.002739225497631444,0.22417000000000004,0.08628446152118005
s003,0.0023077821450829174,0.18362000000000006,0.07257381621494077
s004,0.0012631844280676604,0.14664000000000002,0.05673311026199781
s005,0.0020952312170697527,0.17602000000000007,0.06679862573436672
s007,0.001459151446299618,0.13558000000000003,0.05520621885258944
s008,0.001618861040903772,0.16884,0.06494150906777575
s010,0.0011388042751854586,0.12097000000000004,0.045076930907061545
s011,0.0030531960356482628,0.21340000000000003,0.08665491099758861
s012,0.004523442510137206,0.2474399999999999,0.10817829357130754
s013,0.0013499234569768269,0.15389999999999995,0.0598257686954376
s015,0.0015263341493657312,0.17140999999999998,0.061536690681251296
s016,0.0014138049233294017,0.16269000000000003,0.05775933431056837
s017,0.0003072324833686121,0.06908000000000002,0.02842957614879266
s018,0.0022839766614011817,0.20823999999999998,0.07645407248799765
s019,0.002358037739699735,0.18651,0.07479038507722767
s020,0.0016836767870921463,0.17491999999999996,0.06480143825564368
s021,0.0008256801339864205,0.12591,0.043703735538280934
s022,0.0008093552369397644,0.1341,0.04386706509444186
s024,0.000735387383589357,0.11056,0.041828516588566705
s025,0.0011164574960034629,0.09907000000000002,0.04630836965387575
s026,0.0010539436299381057,0.10693999999999997,0.05209872359280982
s027,0.0035871891294971645,0.23437999999999998,0.08948952899641388
s028,0.0013112996002344651,0.12866000000000005,0.05506177621544733
s029,0.001001669068377398,0.12070000000000002,0.04742533500145255
s030,0.0016067273612534441,0.15897,0.06394413421104395
s031,0.0015283803099458513,0.14507999999999993,0.05783726134595239
s032,0.0018861015701062368,0.15833,0.06537274737992889
s033,0.07927422061816598,0.67847,0.4565433264214909
s034,0.007285473452367852,0.27208999999999994,0.13488653713399273
s035,0.0008346092927242131,0.11415000000000002,0.04495359273739976
s036,0.0009772920886768023,0.12674,0.04907034338579668
s037,0.002358184743377765,0.17858999999999997,0.07876030027875719
s038,0.0014726016813971302,0.11830999999999997,0.06260052795304524
s039,0.001030532691265062,0.11825000000000006,0.052585704331120274
s040,0.00826411680891303,0.37527,0.12894476453117434
s041,0.005736702179458764,0.2709800000000001,0.11932616393733605
s042,0.001276311758178855,0.13006,0.05740437788183058
s043,0.0019538389539539304,0.14487000000000003,0.070650673740595
s044,0.0011408970387494022,0.12182000000000001,0.04645743858630176
s046,0.003105607792739994,0.22816000000000006,0.0758232193988095
s047,0.0015355767125813024,0.17173999999999995,0.06188291363534849
s048,0.0015285058558611917,0.14598,0.05941109155704849
s049,0.002356500179769153,0.17642999999999998,0.07341354439066405
s050,0.0018732192919895625,0.14715000000000003,0.06485775127153269
s051,0.0028324052055026957,0.17191,0.08630121030437522
s052,0.0025065993702560008,0.14808000000000004,0.08251583484398617
s053,0.0015835749313181694,0.13132999999999992,0.055256526311377924
s054,0.003876167533319519,0.23945,0.09738365314568971
s055,0.0010097769658783293,0.11030000000000001,0.046737244249099676
s056,0.0029704339666455784,0.21314999999999998,0.08011189487210996
s057,0.002854100034838499,0.19823,0.0853961140802086
