s013,7
s003,6
s035,1
s025,13
s057,2
s047,4
s024,2
s034,3
s046,6
s056,5
s002,4
s012,1
s054,2
s044,1
s036,0
s026,13
s019,2
s010,8
s011,2
s055,6
s027,6
s037,5
s018,4
s008,8
s050,7
s040,1
s032,4
s022,0
s004,8
s049,1
s005,1
s015,6
s048,6
s041,1
s051,5
s033,0
s017,3
s007,6
s028,1
s038,5
s031,4
s021,11
s053,0
s043,0
s020,7
s030,5
s042,6
s052,2
s016,8
s039,3
s029,5
