1.225241260000000000e+09,2.590000000000000000e+02,8.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.419238409000000000e+09,7.710000000000000000e+02,1.100000000000000000e+01,5.000000000000000000e+00,3.302400000000000000e+04,9.020240000000000000e+05
1.377174594000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,4.000000000000000000e+00,3.411200000000000000e+04,0.000000000000000000e+00
1.091599504000000000e+09,2.710000000000000000e+02,8.000000000000000000e+00,4.000000000000000000e+00,3.276800000000000000e+04,0.000000000000000000e+00
1.422411744000000000e+09,2.580000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e+00,3.308800000000000000e+04,2.969600000000000000e+04
1.377144992000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,5.000000000000000000e+00,1.344000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,2.710000000000000000e+02,5.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.304900685000000000e+09,3.400000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.380866289000000000e+09,3.316700000000000000e+04,2.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.941648000000000000e+06
1.308185346000000000e+09,2.580000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.402591606000000000e+09,2.580000000000000000e+02,1.200000000000000000e+01,5.000000000000000000e+00,3.308800000000000000e+04,2.334720000000000000e+05
1.350063053000000000e+09,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.361692221000000000e+09,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.398422250000000000e+09,2.580000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e+00,3.308800000000000000e+04,5.061120000000000000e+05
1.377174829000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,4.000000000000000000e+00,3.411200000000000000e+04,0.000000000000000000e+00
5.888595930000000000e+08,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.290881016000000000e+09,8.462000000000000000e+03,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.260053446000000000e+09,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,3.276800000000000000e+04,4.383072000000000000e+06
1.377139511000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+02,0.000000000000000000e+00
1.261071740000000000e+09,2.910000000000000000e+02,9.000000000000000000e+00,5.000000000000000000e+00,3.276800000000000000e+04,0.000000000000000000e+00
9.566734320000000000e+08,1.295000000000000000e+03,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.372496188000000000e+09,8.450000000000000000e+03,1.000000000000000000e+01,5.000000000000000000e+00,1.344000000000000000e+03,0.000000000000000000e+00
1.273548852000000000e+09,2.590000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e+00,3.302400000000000000e+04,0.000000000000000000e+00
1.377144274000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+02,0.000000000000000000e+00
1.377144122000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+02,0.000000000000000000e+00
1.527110903000000000e+09,2.710000000000000000e+02,7.000000000000000000e+00,4.000000000000000000e+00,3.276800000000000000e+04,0.000000000000000000e+00
1.260053532000000000e+09,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,3.276800000000000000e+04,5.367680000000000000e+05
1.079140930000000000e+09,5.140000000000000000e+02,5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,4.096000000000000000e+03
7.089925370000000000e+08,3.316700000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,3.276800000000000000e+04,4.770320000000000000e+05
1.377139263000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+02,0.000000000000000000e+00
1.363078305000000000e+09,2.580000000000000000e+02,8.000000000000000000e+00,4.000000000000000000e+00,3.411200000000000000e+04,3.184640000000000000e+05
1.393018849000000000e+09,2.580000000000000000e+02,1.600000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.105920000000000000e+05
1.271404072000000000e+09,3.500000000000000000e+01,9.000000000000000000e+00,5.000000000000000000e+00,3.302400000000000000e+04,0.000000000000000000e+00
1.377136290000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,5.000000000000000000e+00,3.411200000000000000e+04,1.515520000000000000e+05
1.340836665000000000e+09,2.580000000000000000e+02,1.100000000000000000e+01,5.000000000000000000e+00,3.283200000000000000e+04,3.205120000000000000e+05
1.387178261000000000e+09,8.450000000000000000e+03,8.000000000000000000e+00,4.000000000000000000e+00,2.560000000000000000e+02,2.416640000000000000e+05
8.689672920000000000e+08,7.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.844092800000000000e+07
1.377162684000000000e+09,8.226000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,3.520000000000000000e+02,0.000000000000000000e+00
1.445173377000000000e+09,2.580000000000000000e+02,1.100000000000000000e+01,5.000000000000000000e+00,3.308800000000000000e+04,1.238016000000000000e+06
1.369238016000000000e+09,2.700000000000000000e+02,5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.399838622000000000e+09,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,3.276800000000000000e+04,1.160088000000000000e+06
1.377165158000000000e+09,8.226000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,3.520000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.500000000000000000e+01,8.000000000000000000e+00,5.000000000000000000e+00,3.276800000000000000e+04,0.000000000000000000e+00
1.398294295000000000e+09,8.450000000000000000e+03,1.000000000000000000e+01,5.000000000000000000e+00,3.200000000000000000e+02,0.000000000000000000e+00
1.189017670000000000e+09,2.590000000000000000e+02,8.000000000000000000e+00,4.000000000000000000e+00,1.024000000000000000e+03,0.000000000000000000e+00
1.392210590000000000e+09,2.580000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e+00,3.308800000000000000e+04,4.300800000000000000e+05
1.288924747000000000e+09,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.370625592000000000e+09,2.580000000000000000e+02,9.000000000000000000e+00,5.000000000000000000e+00,3.283200000000000000e+04,8.883200000000000000e+05
1.377144950000000000e+09,8.450000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,1.344000000000000000e+03,0.000000000000000000e+00
1.247527182000000000e+09,3.400000000000000000e+01,9.000000000000000000e+00,6.000000000000000000e+00,3.302400000000000000e+04,0.000000000000000000e+00
1.401336466000000000e+09,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,2.526400000000000000e+04
1.376814218000000000e+09,2.580000000000000000e+02,1.100000000000000000e+01,5.000000000000000000e+00,3.283200000000000000e+04,0.000000000000000000e+00
1.382136254000000000e+09,2.580000000000000000e+02,1.100000000000000000e+01,5.000000000000000000e+00,3.283200000000000000e+04,0.000000000000000000e+00
1.195784368000000000e+09,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.375745645000000000e+09,3.400000000000000000e+01,1.100000000000000000e+01,6.000000000000000000e+00,3.414400000000000000e+04,4.812800000000000000e+04
1.377142271000000000e+09,1.152200000000000000e+04,1.100000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+02,0.000000000000000000e+00
1.162460087000000000e+09,3.400000000000000000e+01,8.000000000000000000e+00,5.000000000000000000e+00,3.283200000000000000e+04,0.000000000000000000e+00
7.089925370000000000e+08,3.316600000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.299587833000000000e+09,3.400000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,3.308800000000000000e+04,0.000000000000000000e+00
7.089925370000000000e+08,3.316700000000000000e+04,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.330116818000000000e+09,2.580000000000000000e+02,1.100000000000000000e+01,5.000000000000000000e+00,3.283200000000000000e+04,0.000000000000000000e+00
0.000000000000000000e+00,2.710000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
